Column1,Unnamed: 0,No.,Comment,Label
6408,6408,6409,hansama levi vui,0
5238,5238,5239,terasm,0
3038,3038,3039,bật ulti đm m awesome,2
6557,6557,6558,cover rừng chạy,0
5609,5609,5610,bảo né cặc,1
2781,2781,2782,zuka tốc ms bắt yue dc,0
3577,3577,3578,"giun vàng bắn liệt 3 map : de_cave , de_airport de_home",0
4594,4594,4595,trông simp1e mượt_vậy = ) ),0
6891,6891,6892,,0
3212,3212,3213,chúng_mày kỳ_vọng 1 mds by 458,0
7464,7464,7465,gori,0
1921,1921,1922,,0
2815,2815,2816,1 chó = 4 awesome,2
109,109,110,clm idol trốn mấy hả,1
7386,7386,7387,"farm ko khởi_đầu q , farm đi bãi quái 3s bật r , đánh 2 phát q 4 phát r , tổng_cộng bãi quái 3 phát r , clear",0
7076,7076,7077,100tr y95 trầm_cảm,0
7613,7613,7614,ngắn lưỡi bình_luận khó_chịu vãi lồn,1
3629,3629,3630,đêm tủi l vs ngài,1
3674,3674,3675,ít disable venom magnus kite chết,0
6981,6981,6982,ui sợ sợ ban,0
6879,6879,6880,đẩy,0
535,535,536,lỗi âm_thanh kìa,0
4240,4240,4241,rage sống,0
717,717,718,xerxia bắn_vậy hóng playoff prx bắn ...,0
3360,3360,3361,đánh tới_vầy,0
2839,2839,2840,11k k,0
3393,3393,3394,đẹp,0
4464,4464,4465,tham_lam,0
3454,3454,3455,quy_trình h_throw,0
2743,2743,2744,what earena_bloody j z,0
6052,6052,6053,hs,0
7370,7370,7371,"gen g tiễn blg , peyz dạy elk đánh ad",0
6446,6446,6447,lũ ngu,1
7625,7625,7626,chê mc z,0
5221,5221,5222,đút sâu s rút kịp,0
3728,3728,3729,"kìa , ngài_kìa",0
3409,3409,3410,điên mẹ,1
2835,2835,2836,10h bắn @ @,0
5569,5569,5570,"ae đánh tao chạy , mày lo : ) ) )",0
3138,3138,3139,carry dạng háng,0
1316,1316,1317,ao_trình vc,1
4190,4190,4191,"pha dính r , game beta",0
3806,3806,3807,lọc fan,0
5905,5905,5906,đầu đừng fl hòa lane,0
5393,5393,5394,mua đồ,0
3143,3143,3144,cast hôm_nay vang,0
1110,1110,1111,đào hang sâu đét mãi đéo,1
7757,7757,7758,out trình rừng,0
4543,4543,4544,tier 4 try hard,0
4883,4883,4884,mẹ gà,2
7445,7445,7446,cạ nhẹ tý đi,0
5902,5902,5903,alo,0
5690,5690,5691,,0
3704,3704,3705,kèo 1 thua 500k how about that ? ? ?,0
831,831,832,op time,0
4825,4825,4826,tuyển_thủ tuyển_thủ đọc update bao h,0
1136,1136,1137,"vl , maru căng_thế",1
5459,5459,5460,2 húp tụi,0
4263,4263,4264,round pistol cầm op,0
5296,5296,5297,chó ngu,1
3975,3975,3976,ngài bú đá tan stream ?,2
4279,4279,4280,rush tĩnh leopard,0
860,860,861,op kìa jamp,0
4282,4282,4283,s1mp beo lai canh ckym,0
3559,3559,3560,giả_bộ ngáo ngơ ngáo ngơ ko,0
3250,3250,3251,k_vậy,0
3693,3693,3694,kda 333 ae tơ mua bia 333 bú,0
1027,1027,1028,co discord fancam k oi,0
366,366,367,ko to năm_ngoái acend thua may rito pause trick,0
2551,2551,2552,thanksdoc,0
129,129,130,xinh vl,1
3326,3326,3327,cypher triển_vọng đấy,0
7834,7834,7835,se đánh,0
2723,2723,2724,vl trần_bình,1
7251,7251,7252,con ngựa,0
6297,6297,6298,mid ap,0
4568,4568,4569,tp cl lâu_thế,1
1333,1333,1334,bacon cố,0
6604,6604,6605,game giải_trí nghĩa,0
6884,6884,6885,thôi xong,0
1278,1278,1279,ae quân_đoàn mãi đỉnh,0
6786,6786,6787,chê ác : ) ),0
20,20,21,quỷ đá : ),2
2287,2287,2288,nhan bom keo nao zay,0
1486,1486,1487,câm đi spam hoài_vậy chửi chán học đi,0
7201,7201,7202,ngo khong dang meta ha anh_trai,0
7219,7219,7220,unti ác,0
7603,7603,7604,tỉ_số,0
3025,3025,3026,bang khuang,0
2297,2297,2298,lyly thèm hihi,2
158,158,159,chi z th l,1
1836,1836,1837,fr lật kèo vãi,1
937,937,938,màu yogurt,0
6279,6279,6280,babe,0
3617,3617,3618,haters bò hang awesome,0
5270,5270,5271,gank cặc bố,1
1183,1183,1184,lịch thi_đấu cập_nhật : https://www.youtube.com/redirect?event=live_chat&redir_token=quffluhqbnrmbkpzmhnfwnlnrlnwvmriaehvx3rytdlld3xbq3jtc0tty3znaw5gbenilw9nouctyzzzuldtvtzzyvrpqnlmr1lylxc1luyywffknjdkcziyrwdyexfzsw0xy2tiv1dabejwzu1qzg1punjstzgzsklymgzhdjqxmjvht25raeg4duiwqtdubne0ngzcohvzwq&q=https%3a%2f%2fvalorantesports.com%2fschedule,0
7682,7682,7683,vcs đầu hơi cùi coi oke nha,0
6954,6954,6955,ra_rìa đỡ bắn,0
3425,3425,3426,đòi pikachu = ) ),0
3636,3636,3637,highlightt,0
2768,2768,2769,ý_thức bọn trẻ ngày_nay kém,2
4978,4978,4979,thanh tẩy tele b gà,0
2962,2962,2963,am loz bố,1
3845,3845,3846,mạng đổi mạng chó,2
5417,5417,5418,3 rồng,0
7211,7211,7212,"di_chuyển đấy tội hơi bé , mắt hơi chậm trừng_phạt hụt = cút",0
549,549,550,eu diff = ) ),0
1124,1124,1125,vl cay_ma,1
3715,3715,3716,khổ chó,1
373,373,374,lineup 2 stand in k bắn retake mượt đc,0
5548,5548,5549,cvung mt rồng,0
3443,3443,3444,đứng aura wr cỡ,0
795,795,796,see : ) ),0
3696,3696,3697,kệ mẹ fame ngài,1
5226,5226,5227,,0
3336,3336,3337,da rank 18 roi,0
7870,7870,7871,"anh_em se k đi chửi thua tụi , trình văn_minh tầm đấy",0
578,578,579,mặt_bằng lương vn,0
650,650,651,wtf ổ đạn hiện đỏ máu z,0
3100,3100,3101,bướm crit2 divine,0
5798,5798,5799,top vs ad đánh,0
3112,3112,3113,áo eternal q am ko ae,0
2047,2047,2048,ko skim khẩu sungun mà_giã,0
1084,1084,1085,máy fiu_vậy,0
4607,4607,4608,tự_nhiên 2 agi,0
5949,5949,5950,đứng hình,0
2719,2719,2720,view tụt v,0
5384,5384,5385,top cẩn_thận,0
1452,1452,1453,brazin ban vl,1
460,460,461,bnj múa dẻo,0
2101,2101,2102,ly ly,0
7525,7525,7526,bọn tàu vẻ quyết_tâm lắm,0
3130,3130,3131,càn_quét,0
4147,4147,4148,nyx headache : ) ) ) ),0
6887,6887,6888,đi tù man,0
5952,5952,5953,bọn ngu se,2
7412,7412,7413,mẹ hqua đánh rank có th tự nhận người của caythuevn xong vào feed tụt lồn ạ chịu đấy,0
7472,7472,7473,"bl nói_chuyện , tôn_trọng nha",0
4739,4739,4740,washdish,0
3863,3863,3864,máu đếu ping cl awesome,2
6077,6077,6078,thua,0
5711,5711,5712,hút chậm,0
4690,4690,4691,vita vs gl tranh hạng 3 . bắn xongwh nghỉ 1 tiếng 3h chung_kết navi vs átralis,0
6684,6684,6685,lồn má 1.5,1
88,88,89,cuời vcl,1
6816,6816,6817,se cứt hang đi,2
2744,2744,2745,win gap flash,0
6220,6220,6221,mẹ,1
3523,3523,3524,g2 tuần,0
7882,7882,7883,ngài_hù,0
1154,1154,1155,thua eco ?,0
5886,5886,5887,fls fls og,0
5273,5273,5274,má gà,2
1878,1878,1879,giỏi đk r dô bắn mỗm quài,0
6070,6070,6071,đứng im w đéo trúng,1
7967,7967,7968,nản,0
6910,6910,6911,r team đấy thắng sống,0
4296,4296,4297,delay : ) ?,0
5092,5092,5093,trừng_phạt đi,0
556,556,557,dạo covid đc đi_giải quốc_tế,0
2182,2182,2183,mc mặc đồ kìa z,0
130,130,131,ngáo ác,1
4341,4341,4342,shox trông lực,0
615,615,616,"nip lol , v5 lpl",0
2469,2469,2470,se vô_địch,0
7854,7854,7855,mid out trình,0
5220,5220,5221,mid blue,0
490,490,491,"giải ao làng vcs chi , viet nam drama championship",0
2168,2168,2169,mấy thằng bình_luận vô_học,2
6808,6808,6809,mai se vs gg nha_ae,0
4818,4818,4819,khóc mày gank tem,0
6991,6991,6992,gọi trang zai,0
1148,1148,1149,@ tbate giải sinh_viên so_sánh vl,1
3969,3969,3970,ngài kênh quang awesome,0
3820,3820,3821,lụm cứt ngài,2
5706,5706,5707,đi tao,0
1572,1572,1573,cố booyah chovn,0
4433,4433,4434,team cãi r awesome,0
2394,2394,2395,quó sến rô,0
7023,7023,7024,= ) ) ) ko sợ bản_quyền = ) ) ),0
7118,7118,7119,roblox đi thằng hùng,0
6198,6198,6199,chê,0
5382,5382,5383,tao cham . ad bao h chạy đc may ',0
4812,4812,4813,"tôi điếc tạm_thời bá_điền bình_luận tai câu chữ kì_diệu , cuộc_sống bá_điền bình_luận msi ❤ ‍ ",0
5512,5512,5513,thần ad,0
3991,3991,3992,ngài cook,0
2739,2739,2740,wag thắng,0
6592,6592,6593,win,0
7787,7787,7788,se ngưỡng_mộ khánh . . đỉnh,0
6724,6724,6725,next dùm tao,0
5075,5075,5076,ping,0
4692,4692,4693,vkl 200tr = ) ) ),1
4306,4306,4307,ko mua shard_di,0
1139,1139,1140,vcl jett,1
152,152,153,₫ ần,1
4427,4427,4428,tay bé,0
6508,6508,6509,đánh sp,0
2671,2671,2672,vải fl vô bot,1
50,50,51,ngáo a,1
6748,6748,6749,sp,0
2690,2690,2691,"vasto hồi xưa để_ý eu lắm , cs eu đứng top3 ffws dòm hơi kĩ r",0
1740,1740,1741,e ly lông nguc nhiêu,2
3780,3780,3781,lên gậy silen 2 đi : ),0
908,908,909,min max k t,0
287,287,288,a sống hả a,0
904,904,905,min max,0
2651,2651,2652,tướng đầu ép đánh,0
7170,7170,7171,kiếp : ) ) ),0
3173,3173,3174,chê tiền ? awesome,0
3762,3762,3763,lắng_nghe viewer,0
107,107,108,quê_vl,1
5556,5556,5557,sai lee sin dùm tao,0
6355,6355,6356,tao cướp 3r,0
1868,1868,1869,giải j 11 đội v,0
992,992,993,jerry on top,0
4851,4851,4852,vãi game 1 aphe bắn vô mồm nhả kìa,2
3773,3773,3774,diffu,0
920,920,921,shoppe ? ?,0
5995,5995,5996,sr,0
6223,6223,6224,top kiếm ys,0
966,966,967,nếch tơnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0
5304,5304,5305,pick,0
4155,4155,4156,"ngài midas lò_xo bảo , liêm_sỉ alo : shame :",0
41,41,42,vãi l tri_thức_đồ,1
6930,6930,6931,gọi thầy lập đàn cầu khấn đi,0
2970,2970,2971,"ame rank 166 , ^ ^ ấn độ",0
4609,4609,4610,tự_thiêu : ) ) ),0
4438,4438,4439,team gánh_awesome,0
846,846,847,thế ngon zai k,0
7502,7502,7503,abe vs op cặp trận kinh_điển hôm_nay,0
7863,7863,7864,acc chinh a,0
4973,4973,4974,mấy bọn se vs gam cắn cười vãi lồn : ) ) ),1
816,816,817,nãy h jam sova icebox : ) ) cầm jett k op coi : ) ),0
4146,4146,4147,nyx đánh y_như ngài awesome,0
6780,6780,6781,đệt,1
1661,1661,1662,đánh lẹ đuy pin rùiii,0
7206,7206,7207,gen win,0
3179,3179,3180,chết pha game đi lun awesome,0
2642,2642,2643,trung tiếng viet kìa ae,0
3220,3220,3221,clm sáo bắn tâhtj khôgn bắn_vậy đi,1
2592,2592,2593,toàn  thua chửi thắng kêu cỡ bot giải giải thế_giới éo giải vn oke tụi m giỏi zô bắn đi,0
7374,7374,7375,đánh rank vàng,0
7908,7908,7909,ghê v mr d,0
6439,6439,6440,giáp_gai,0
248,248,249,vãi nồi,1
6611,6611,6612,sợ vãi lồn,1
1178,1178,1179,ảo ma canada,0
3301,3301,3302,cs awesome,0
3829,3829,3830,medu hơi free,0
5599,5599,5600,chậm thui,0
6644,6644,6645,chả,0
5097,5097,5098,ẳng,1
6859,6859,6860,"dợi v khống_chế trc chết mẹ r , k bt dr",1
4870,4870,4871,ngọng vãi lồn,1
2392,2392,2393,vcl,1
7247,7247,7248,đọc manga lẹ,0
5313,5313,5314,jax maf sợ og nội,0
6510,6510,6511,hèn vãi cặc,1
6953,6953,6954,uầy,0
1381,1381,1382,bcs,0
1774,1774,1775,fan tôm cố,0
6783,6783,6784,nai xừ,0
4562,4562,4563,""" cưới ben "" awesome ?",0
6909,6909,6910,kia ca mơ run : ) ) ),0
7849,7849,7850,mid lane form lck out trình,0
6973,6973,6974,bấm key hòm,0
1804,1804,1805,fl sống dai thành huyền_thoại : ) ),0
4206,4206,4207,pick void_nha,0
3267,3267,3268,cóc cụ awesome,2
557,557,558,mượt đét,0
7171,7171,7172,se ước j dc,0
6304,6304,6305,,0
5722,5722,5723,shutdown 1k,0
6869,6869,6870,xài đc,0
3834,3834,3835,mag_awesome,0
4074,4074,4075,ngủ game thua,0
2029,2029,2030,"ae quân_đoàn , trận tướng pick",0
6683,6683,6684,hạt_giống 1,0
4650,4650,4651,vận_động_viên nhảy 3 dh,0
1864,1864,1865,gáy to vcl : ) ),1
5510,5510,5511,"bữa_nay bá_điền tiến_bộ , tiến_bộ",0
4548,4548,4549,timber ko 1 tác_dụng,0
7435,7435,7436,bin xe ân_đèo,0
7517,7517,7518,lát ces thua,0
2348,2348,2349,derke fnc r anh_em,0
2894,2894,2895,4 khẩu sóc lộ tryhard : ) ),0
780,780,781,xiên 2,0
1675,1675,1676,trâm,0
3570,3570,3571,giọng caster vang vl = ) ),1
6809,6809,6810,10h tối mai,0
3514,3514,3515,full máu,0
5012,5012,5013,3 gà thua team 3 mỹ cay thua gam thua gam quen khịa 3 mỹ thua ta nhụcccccc,0
1830,1830,1831,floooo,0
7480,7480,7481,tội gam tiền mua viewing_party cảnh r7 nắc ko thở đc,2
360,360,361,sợ độc viper x2 dame spam chết : v,0
5315,5315,5316,"nếu thế_giới chống bá_điền , chống thế_giới . nếu_như thế_giới 1 hâm_mộ bá_điền , . bá_điền_no . 1",0
3842,3842,3843,mana void bom hạt nhânawesome,0
332,332,333,lineup fnc đổi r mn ?,0
4714,4714,4715,võ kiếm vs 5 độc,0
484,484,485,server valorant,0
7690,7690,7691,"giết 1 rồng , máu chảy thành sông awesome",0
3029,3029,3030,bắp_ngô = ) ) ),0
159,159,160,r trượt bot cook,0
3574,3574,3575,giống tí massage,0
3063,3063,3064,bkb cặc,1
7535,7535,7536,em đéo sợ thằng,1
4121,4121,4122,tua cam,0
3033,3033,3034,bat caplock len nit,0
3476,3476,3477,es mid thi ` len gi nhi,0
1119,1119,1120,vl,1
7864,7864,7865,1 out trừ 5 mấy 10 15 20,0
7346,7346,7347,rác vc . rank,2
2012,2012,2013,kênh chat toàn trẩu,2
4716,4716,4717,vô vy lặn r,0
5164,5164,5165,,0
7699,7699,7700,đậu lồn,1
1441,1441,1442,bồn lình live đâu_thế,2
2448,2448,2449,ko đấu 3 2 ngẫu_nhiên hấp_dẫn,0
6266,6266,6267,w,0
4415,4415,4416,tạm_biệt suyễn,0
3498,3498,3499,farm khổ,0
7992,7992,7993,out rừng,0
3069,3069,3070,bo 3,0
2570,2570,2571,,0
7441,7441,7442,fl lộ rừng r,0
1299,1299,1300,ám_ảnh giọng chói tai cuả lyly,2
1501,1501,1502,troll : ) ) ),0
7323,7323,7324,gam chừng đánh_vậy,0
793,793,794,liquid thua,0
3318,3318,3319,hack,0
2659,2659,2660,ui xuýt chết tế đàn,0
4385,4385,4386,sohai vcl,1
6473,6473,6474,red,0
5411,5411,5412,nice xu `,0
5356,5356,5357,đánh,0
7045,7045,7046,xây chục cầu đi a,0
7358,7358,7359,tê_liệt ôm_chân blg fanface - purple - crying,0
3306,3306,3307,đỡ bẩn mắt viewer ...,0
7786,7786,7787,tôi đoán thắng đoán trận 25p,0
4436,4436,4437,team dam to vl,1
1487,1487,1488,ae,0
4685,4685,4686,vê - ri_lâu - gô gô,0
950,950,951,thua phát bệnh,0
3233,3233,3234,cm ngài k max w farm,0
5535,5535,5536,"ổg mong_ước blv , thực_hành trông thg hề làm_trò . khổ vãi lồn đéo bt vui buon",2
4902,4902,4903,3 gà thở oxy,0
2062,2062,2063,đầu fl bắn quốc_tế ổn the,0
385,385,386,"fan fnatoac game hang : lol , valorant , csgo",2
6157,6157,6158,cố con_trai ngoan ta,0
2034,2034,2035,kiên đi rừng,0
6495,6495,6496,yagao đần ác,2
3497,3497,3498,farm high skill tí combat massage face - blue - smiling,0
7430,7430,7431,akali,0
6564,6564,6565,đẩy đc,0
2575,2575,2576,mấy bé cổ_vũ đội_tuyển nước_nhà đi ngủ chê_bai việt_nam cổ_vũ việt_nam,0
1295,1295,1296,airi gánh ĩa : ) anna ulti thả đại gánh cl,2
85,85,86,có cl,1
7122,7122,7123,k múa nak,0
1473,1473,1474,"butter live mn , thử",0
2234,2234,2235,né chiêu 2 kêu ?,0
3509,3509,3510,fly awesome,0
3175,3175,3176,check hack s0mple,0
3744,3744,3745,ks,0
3016,3016,3017,bắn đau phết,0
5225,5225,5226,ping kêu quăng,0
1350,1350,1351,bắn đùa,0
2344,2344,2345,ok,0
451,451,452,"fpx hạng 1 , top 8",0
6972,6972,6973,cháu chào,0
7443,7443,7444,gam chẳng_qua kiaya levi gánh mùa giải . team gà gam 2 ô kia gánh lực vô_địch,0
6464,6464,6465,mega,0
5731,5731,5732,jp,0
932,932,933,min max lộc,0
5866,5866,5867,đéo kiểu lồn,1
151,151,152,clm ac,1
1446,1446,1447,bóng vl,1
4360,4360,4361,skadi k dame bị_thịt,0
7633,7633,7634,ces thủ chán_thế,0
6050,6050,6051,5 thằng,0
7371,7371,7372,se gà k triển_vọng ren out,2
3992,3992,3993,ngài đ stick chửi bm h,1
5693,5693,5694,đc dah đi,0
4842,4842,4843,ngu,1
4969,4969,4970,wtf ban đi,0
1054,1054,1055,2 ae ban,0
7115,7115,7116,mấy trông chán lắm,2
2280,2280,2281,nhạc,0
1568,1568,1569,cô lê_anh hơi,0
7540,7540,7541,đánh pick buông giấu nhánh thua,0
532,532,533,a lynx nãy a bom chửi te_tua . cast giải típ 🤣,0
5563,5563,5564,cặc n gu vãi lồn,1
7467,7467,7468,mấy h gam đánh v ae,0
6641,6641,6642,rừng,0
7173,7173,7174,lời 1k,0
1496,1496,1497,câu_truyện thể_lực,0
5555,5555,5556,chir 1 đổi 1,0
7424,7424,7425,để mai donate giải xui ngài,0
108,108,109,đi massge bệnh r,0
485,485,486,bố player to phantom toàn mồm,0
4529,4529,4530,tí chung_kết bomman cast ae,0
4836,4836,4837,bảo bố r 4 vs 5 đánh cdg,1
2965,2965,2966,am offlane,0
4064,4064,4065,j tí fy đc đi major r kìa,0
7119,7119,7120,hùng cầm alain tụt 1 = ) ) ),0
5752,5752,5753,ngu vãi lồn,2
757,757,758,xếp_hàng : ) ) ),0
4358,4358,4359,simpleo : d,0
597,597,598,xia ngang trình vcd nửa round đầu san tỉ_số lun,1
6838,6838,6839,bật máu ?,0
4907,4907,4908,bảo rồng lộn tự_ái = ) ),1
173,173,174,vl dao,1
5576,5576,5577,,0
4125,4125,4126,no gravity ?,0
5643,5643,5644,,0
1682,1682,1683,đc bao trẻ_con = ) ) học c3 ? ? ?,0
1705,1705,1706,dnp nền_móng fl. nền_móng pe,0
4058,4058,4059,ngài vét máng sạch heo nhà_em,2
2472,2472,2473,ses ko chỗ núp chạy kill,0
4136,4136,4137,"ns balanar barathum ae , ko đụng quên r . _ ?",0
3823,3823,3824,m249 ác,0
7917,7917,7918,nhường đấy,0
2286,2286,2287,nhầm logo : ) ),0
5187,5187,5188,đụ má 2 thằng ngu,2
6518,6518,6519,đánh ad đần vãi lồn,2
652,652,653,điên,1
7031,7031,7032,dc mấy máy_ảnh r j,0
844,844,845,\,0
7637,7637,7638,doran bố,0
5584,5584,5585,pls,0
6493,6493,6494,pick s5 thua,0
7405,7405,7406,ivern cx biet choi,0
7319,7319,7320,neko rừng đi_nguyện,0
2760,2760,2761,xíu thái top 1,0
548,548,549,à nãy đổi súng r,0
7495,7495,7496,mẹ v ?,1
5379,5379,5380,tí lv 2 bem nhe ad,0
4800,4800,4801,đánh ad,0
4316,4316,4317,team cháy_thế,0
7113,7113,7114,hùng gà,2
6762,6762,6763,lag,0
2523,2523,2524,teem flash bắn quốc_tế hơi gà,2
2371,2371,2372,phản_xạ kém chủ_động chờ chết,0
7947,7947,7948,"mid ngta đánh , 3ker đần đánh nauti tù thua 3 game liên_tục",0
94,94,95,lok ị đùn,2
2772,2772,2773,yiro,0
359,359,360,derke fnc r anh_em,0
7275,7275,7276,25 xác,0
7475,7475,7476,lcm khịa,1
4583,4583,4584,trận lick,0
214,214,215,vl icebox,1
3459,3459,3460,hả hater,0
6475,6475,6476,vô chi má,0
1778,1778,1779,fanda nghỉ mẹ game ik,2
6039,6039,6040,ngu hơi óc chó tý,2
7065,7065,7066,lát mắt : ) ) ),0
337,337,338,derke fnc r anh_em,0
2430,2430,2431,rút đi fl,0
2445,2445,2446,k mai chung_kết ta,0
2749,2749,2750,bắn thắng vui bắn thua,0
7823,7823,7824,đọi hình quen lắm,0
7826,7826,7827,cố kati căng thả_lỏng tí,0
6106,6106,6107,phá game,0
2582,2582,2583,tiếcccc,0
7674,7674,7675,hết máu cmnr rồng,1
478,478,479,e thuốc đau,0
3120,3120,3121,call team loz,1
3822,3822,3823,m 2 mid t 4 mid,0
5492,5492,5493,vãi lồn im,1
1451,1451,1452,brazil trc h to : ) ),0
6276,6276,6277,con_mẹ,1
967,967,968,vô_địch giải valorant mõm,2
7773,7773,7774,thả ác v,0
4944,4944,4945,chê gam msi nấc . . đéo đi msi : ) ) ),1
537,537,538,ok roi ad,0
6200,6200,6201,chạy,0
5601,5601,5602,xíu máu ak,0
4361,4361,4362,skadi teamwipe awesome,0
4422,4422,4423,tăng_tốc fan boi,0
3204,3204,3205,online ngài,0
6124,6124,6125,poke poke fam,0
4983,4983,4984,lồn má gam trc : ) ) j đọ 2017,1
2321,2321,2322,nó,0
3886,3886,3887,mẹ boss = ) ),0
4030,4030,4031,ngài tb,0
3040,3040,3041,batman hoá chó r,2
1383,1383,1384,"bé nyc t , nát ae đừng thèm",2
4718,4718,4719,vòng_quanh socola,0
1036,1036,1037,a tingg dzai the,0
3916,3916,3917,"móa , lựa_chọn ko kèo 500k chính_xác",0
1707,1707,1708,dnp,0
4395,4395,4396,stream 8h30 cơm tiêu nghi awesome,0
6083,6083,6084,move chậm,0
403,403,404,lại mấy fanboy gambit,0
3352,3352,3353,danh nhiau lien tuc,0
554,554,555,thế_giới vả ko trật phát,0
5863,5863,5864,bảo 3r đéo,1
2728,2728,2729,vô_địch ffac,0
4424,4424,4425,tanker,0
2230,2230,2231,cướp ? ? ? ?,0
223,223,224,cay_vcl,1
426,426,427,lê quyết lát xia toang = ) ),0
529,529,530,tiếng chậm ae,0
5724,5724,5725,nãy thua 50 cs,0
2367,2367,2368,pe mấy đội kia nho,0
824,824,825,tập flick op : ) ),0
5525,5525,5526,jg farm mẹ,1
3980,3980,3981,ngài dc đi gãi đít sủi,2
796,796,797,i told u : ) ),0
3691,3691,3692,k ly thua,0
1542,1542,1543,chúc_sgp viết tiếp câu_chuyện cổ_tích,0
4286,4286,4287,s1mple clutch,0
6081,6081,6082,move nè,0
3753,3753,3754,s1m tạ,0
3349,3349,3350,đánh vầy,0
7387,7387,7388,"q lv1 , r lv2 khỏe q lv1 , lv4 trở_đi spam r khỏe q. q dmg 1 hit đầu chủ_yếu stack 4 cộng dồn r",0
2895,2895,2896,4 mid awesome,0
1818,1818,1819,flo yếu,0
3580,3580,3581,gl vô_địch,0
4649,4649,4650,valorant,0
5325,5325,5326,lux lag,0
5552,5552,5553,đẩy bot đi,0
7657,7657,7658,slayder trao_đổi .,0
7868,7868,7869,đánh cầm 3 trừng_phạt . ko cầm 5,0
4165,4165,4166,ôi con sông quê con sông queê,0
6636,6636,6637,chạm đc,0
5099,5099,5100,tí tuổi_đầu dám cãi bố,0
3556,3556,3557,gg suyễn ca,0
2519,2519,2520,team ko đánh,0
2063,2063,2064,lần bĩnh tĩnh kết_liễu bọn bro 1 mãi_mãi đi ! nó kéo 3 ko ổn !,0
4490,4490,4491,k giết đc,0
2717,2717,2718,viet noob hahaha,0
7784,7784,7785,"jax , wukong . cook",0
7531,7531,7532,"tôi k đội gam nhả game 1 sân đè tí hi_vọng dập tắt phũ_phàng , đề_nghị trao cúp tình_thương sân đè cháu bớt cay đi",2
4552,4552,4553,chuẩn,0
4324,4324,4325,sen ?,0
6114,6114,6115,1 vs 2 thằng 9 1 nói_gì,0
830,830,831,1 bullet đầu,0
